source,sentence,cause_start,cause_end,effect_start,effect_end
MedCaus," However , the recent spread of low - cost Internet access in developing countries has made genuine international person - to - person philanthropy increasingly feasible .",11.0,82.0,92.0,169.0
MedCaus," As German submarines became more numerous and effective , the British sought ways to protect their merchant ships . ''",1.0,46.0,57.0,108.0
MedCaus, Porcelain is fired at a higher temperature than earthenware so that the body can vitrify and become non - porous .,1.0,60.0,107.0,113.0
MedCaus," In this model , the genetic deficiency in the cystic fibrosis transmembrane conductance regulator channel proteins interferes with bacteria binding to the intestinal epithelium , thus reducing the effects of an infection .",17.0,177.0,185.0,221.0
MedCaus, It is best to carry it for some time on the person so that the scabs dry naturally and slowly .,1.0,51.0,60.0,94.0
MedCaus," These were either to break out and seek refuge in Buenos Aires , where the Argentine government would intern the ship , or to scuttle the ship in the Plate estuary . ''",1.0,0.0,124.0,156.0
MedCaus," One year later , in 1957 , the Prussian Cultural Heritage Foundation was established and implemented by federal statutes in West Germany in response to a ruling from the Federal Constitutional Court of Germany . ''",150.0,202.0,1.0,129.0
MedCaus," Doctor Lars Perner of the University of Southern California claims that there are also physical factors that influence consumer behavior , for example if a consumer is hungry , then this physical feeling of hunger will influence them so that they go and purchase a sandwich to satisfy the hunger -LRB- Perner , 2008 -RRB- . ''",144.0,229.0,238.0,289.0
MedCaus," The groups have a number of vocal calls , including warning sounds to protect the group from large falcons , which are a natural threat .",53.0,67.0,71.0,107.0
MedCaus, The lifting and then the creeping barrage were developed to keep artillery fire landing directly in front of the infantry '' '' as it advanced '' '' . '',1.0,47.0,58.0,113.0
MedCaus," As the pilot exits the turn , the semicircular canals are stimulated to make the pilot think that they are now turning in the opposite direction rather than flying straight and level .",4.0,28.0,31.0,183.0
MedCaus," In response to Strongbow 's successful invasion , King Henry II of England affirmed his ultimate sovereignty by mounting a larger invasion in 1171 and pronounced himself Lord of Ireland .",16.0,48.0,51.0,109.0
MedCaus, It is secreted in response to increased mean arterial pressure and increased blood volume from the cells of the distal tubule and collecting duct .,31.0,146.0,1.0,15.0
MedCaus," Although the initial rate is low , the rate of increase is very rapid ; for every packet acknowledged , the congestion window increases by 1 MSS so that the congestion window effectively doubles for every round - trip time -LRB- RTT -RRB- . ''",103.0,141.0,224.0,229.0
MedCaus," If these are ineffective or if the person develops digestive tract problems , intravenous pamidronate may be used . ''",1.0,67.0,77.0,109.0
MedCaus," Violations of reproductive rights include forced pregnancy , forced sterilization and forced abortion . ''",1.0,49.0,87.0,93.0
MedCaus," That is , through integrated and antagonistic system with sympathetic outflow from the vasomotor center of the brainstem , the parasympathetic outflow arising from the nucleus ambiguus and dorsal motor nucleus of the vagus nerve acts to decrease cardiac activity in response to fast increases in blood pressure . ''",276.0,302.0,122.0,254.0
MedCaus," Burying a corpse upside - down was widespread , as was placing earthly objects , such as scythes or sickles , near the grave to satisfy any demons entering the body or to appease the dead so that it would not wish to arise from its coffin . ''",109.0,183.0,192.0,232.0
MedCaus," The initial rationale for their use in humans was their potential in preventing the dissolution of hydroxylapatite , the principal bone mineral , thus arresting bone loss . ''",51.0,99.0,147.0,166.0
MedCaus," AAS also affect the number of cells that develop into fat - storage cells , by favouring cellular differentiation into muscle cells instead . ''",77.0,132.0,59.0,68.0
MedCaus, Heavy draft horses developed out of a need to perform demanding farm work and pull heavy wagons .,47.0,96.0,1.0,29.0
MedCaus," In a cohort study of previously treated patients , ibrutinib induced responses in 91 % of patients , and at 2 years 69 % of patients had no progression of disease and 95 % were alive .",52.0,61.0,70.0,99.0
MedCaus," 2,3-BPG is thus an allosteric effector . ''",1.0,8.0,12.0,30.0
MedCaus," Then , by crawling movements , the organism pushes forward in the old integumentary shell , which splits down the back allowing the animal to emerge .",32.0,90.0,99.0,149.0
MedCaus," Furthermore , stroke volume is decreased and a greater volume load is placed on the ventricle , thus increasing heart failure symptoms .",15.0,94.0,102.0,135.0
MedCaus, They also notably do not develop gynecomastia as a consequence of their condition .,67.0,82.0,1.0,46.0
MedCaus," Fires also released the nutrients bound in dead leaves and other plant debris into the soil , thus fertilizing oak trees while clearing the ground to make acorn collection easier . ''",1.0,87.0,95.0,172.0
MedCaus," It sends fibers to deep cerebellar nuclei that , in turn , project to both the cerebral cortex and the brain stem , thus providing modulation of descending motor systems .",1.0,42.0,122.0,170.0
MedCaus," However , in Kurdish , writing the vowels is mandatory , and full letters are used , so the script is a true alphabet . ''",56.0,78.0,86.0,109.0
MedCaus," Some caps such as the Prorace , advocated by Stopes , had a wide but flat thin rim so that a penis contact would tend to push the rim against the fornix which it is already resting against .",1.0,83.0,92.0,153.0
MedCaus, The PCL : SV was developed as a labor - saving assessment for the same forensic settings as the PCL - R and to meet the needs of settings where clients do not necessarily have criminal records -LRB- e.g.,1.0,27.0,112.0,193.0
MedCaus, Descartes also saw very clearly that all truths were linked with one another so that finding a fundamental truth and proceeding with logic would open the way to all science .,38.0,77.0,86.0,173.0
MedCaus," Then , in 1975 , the countries signed the Algiers Accord , which granted Iran equal navigation rights in the Shatt al - Arab as the thalweg was now the new border , while Mohammad Reza agreed to end his support for Iraqi Kurdish rebels . ''",126.0,156.0,60.0,120.0
MedCaus," Hyperparasitism developed from primary parasitism , which evolved in the Jurassic period in the Hymenoptera .",32.0,50.0,1.0,16.0
MedCaus," To date , little is known about the molecular mechanisms of host response to EV71 infection , but increases in the level of mRNAs encoding chemokines , proteins involved in protein degradation , complement proteins , and proapoptotis proteins have been implicated . ''",75.0,82.0,27.0,60.0
MedCaus," They may also experience mucosal bleeding in response to mild trauma , such as toothbrushing .",58.0,93.0,1.0,42.0
MedCaus," In an emergency , or when tracheal intubation is deemed impossible , a tracheotomy is often performed to insert a tube for ventilation , usually when needed for particular types of surgery to be carried out so that the airway can be kept open .",70.0,207.0,216.0,243.0
MedCaus," Birds , notably wild turkeys , are not sensitive to the smell , and will feed on the bait , and thus become collateral damage . ''",30.0,85.0,93.0,119.0
MedCaus, It localizes to adrenergic tissue and thus can be used to identify the location of tumors such as pheochromocytomas and neuroblastomas .,1.0,34.0,44.0,90.0
MedCaus," As seen in panel B , a portion of the stem cells of three crypts appear to have a mutation in CCOI , so that 40 % to 50 % of the cells arising from those stem cells form a white segment in the cross cut area . ''",20.0,94.0,105.0,203.0
MedCaus, The shells develop from the ectoderm as an organic framework which is subsequently mineralized .,25.0,37.0,1.0,11.0
MedCaus," It begins when an animal reservoir defecates into the soil , leaving feces infested with eggs that develop into rhabitiform larvae . ''",11.0,54.0,60.0,124.0
MedCaus," The orbitoclast was malleted five centimeters -LRB- 2 in -RRB- into the frontal lobe , and then pivoted forty degrees at the orbit perforation so the tip cut toward the opposite side of the head -LRB- toward the nose -RRB- .",97.0,143.0,147.0,223.0
MedCaus," If the parents fail to provide appropriate opportunities for idealization -LRB- healthy narcissism -RRB- and mirroring -LRB- how to cope with reality -RRB- , the child does not develop beyond a developmental stage in which he sees himself as grandiose but in which he also remains dependent on others to provide his self - esteem . ''",100.0,109.0,157.0,242.0
MedCaus," This would generally be performed when an individual was in normal good health , and thus at peak resistance .",40.0,79.0,91.0,109.0
MedCaus, Various explanations on a macroscopic and microscopic scale were made to explain how muscles contracted and thus performed movements together .,86.0,104.0,114.0,142.0
MedCaus," 256-bit AES uses 14 rounds , so these attacks are n't effective against full AES . ''",1.0,20.0,30.0,77.0
MedCaus, Such roles include : replenishing resident macrophages under normal conditions ; migration within approximately 8 ` Äì12 hours in response to inflammation signals from sites of infection in the tissues ; and differentiation into macrophages or dendritic cells to effect an immune response .,195.0,244.0,255.0,273.0
MedCaus," When applied to the skin , the lotion reacts with the agent on the skin and quickly neutralizes it so that it becomes non - toxic .",28.0,99.0,108.0,130.0
MedCaus," While the stimulating effects may last for hours , the euphoric sensation is very brief , prompting the user to smoke more immediately .",52.0,88.0,101.0,135.0
MedCaus, Ethnicity is often constructed either as an amalgam national identity or as something reserved for the indigenous groups so that ethnic identity is something that members of indigenous groups have in addition to their national identity .,1.0,121.0,125.0,236.0
MedCaus," Instagram encourages users to make tags both specific and relevant , rather than tagging generic words like '' '' photo '' '' , to make photographs stand out and to attract like - minded Instagram users . ''",1.0,58.0,121.0,180.0
MedCaus," If they settle in the thymus , they may develop into T cells . ''",1.0,22.0,30.0,55.0
MedCaus," Per Adam Crowe : '' '' Technologies like augmented reality -LRB- ex : Google Glass -RRB- and the growing expectation of the public will continue to force professional emergency managers to radically shift when , where , and how technology is deployed before , during , and after disasters . '' '' ''",1.0,120.0,146.0,199.0
MedCaus," At 8 ` Äì12 weeks , strength training intensity will increase as free - weights and resistance bands will be implemented within the exercise prescription .",54.0,132.0,13.0,48.0
MedCaus, The appearance of music videos changed entertainment : they often glorified urban neighborhoods .,1.0,31.0,40.0,53.0
MedCaus," London water supply infrastructure developed through major 19th - century treatment works built in response to cholera threats , to modern large - scale reservoirs .",112.0,127.0,130.0,164.0
MedCaus," Attempts to eradicate coca fields through the use of defoliants have devastated part of the farming economy in some coca growing regions of Colombia , and strains appear to have been developed that are more resistant or immune to their use . ''",1.0,53.0,54.0,236.0
MedCaus," Tcl represents all source code as strings , with curly braces acting as quotation marks , so that the argument to eval can have the same formatting as any other source code . ''",1.0,34.0,94.0,168.0
MedCaus, Christian churches were built with an orientation so that the congregation faced toward the sunrise in the East .,1.0,50.0,59.0,112.0
MedCaus," Fexofenadine was found to retain all of the biological activity of its parent while giving fewer adverse reactions in patients , so terfenadine was replaced in the market by its metabolite . ''",1.0,118.0,130.0,178.0
MedCaus," By reducing herbivory , they play a part in increasing the growth of plants and are thus part of a delicately balanced ecosystem . ''",23.0,69.0,85.0,119.0
MedCaus, Mucolytics break down the chemical structure of mucus molecules .,1.0,11.0,12.0,64.0
MedCaus," They subject the product to different forces that pushes the particles / droplets against one another , hence helping in the film drainage . ''",1.0,94.0,105.0,130.0
MedCaus," Mechanical or elastic gauges depend on a Bourdon tube , diaphragm , or capsule , usually made of metal , which will change shape in response to the pressure of the region in question . ''",142.0,174.0,1.0,123.0
MedCaus," However , when the instrument is disturbed in some fashion -LRB- transported , for example -RRB- , the overall pitch can change , thus the markers on the gauges may not remain reliable unless they have been adjusted immediately preceding the performance . ''",98.0,121.0,131.0,242.0
MedCaus," The directions are chosen so that the angle , stated between them , is positive , between zero and 90 degrees . ''",67.0,71.0,1.0,19.0
MedCaus," However , after the age of forty the number of parasites carried -LRB- the intensity of infection -RRB- decreases , suggesting that over time some sort of protective immune response develops . ''",99.0,104.0,128.0,182.0
MedCaus," Within a week , the company pulled 31 million bottles of tablets back from retailers , making it one of the first major product recalls in American history . ''",15.0,75.0,86.0,148.0
MedCaus," He noted that two identical masses , one positive and one negative , placed near each other will therefore self - accelerate in the direction of the line between them , with the negative mass chasing after the positive mass . ''",10.0,28.0,98.0,162.0
MedCaus, New varieties were developed to improve the blandness of soybean oil .,1.0,29.0,33.0,69.0
MedCaus," A buildup of glycated hemoglobin within the red cell , therefore , reflects the average level of glucose to which the cell has been exposed during its life - cycle . ''",1.0,48.0,157.0,158.0
MedCaus, The QTKit allows multiplexing between QuickTime X and QuickTime 7 behind the scenes so that the user need not worry about which version of QuickTime they need to use .,1.0,84.0,93.0,166.0
MedCaus," If one family member has a history of addiction , the chances of a relative or close family developing those same habits are much higher than one who has not been introduced to addiction at a young age . ''",1.0,38.0,49.0,198.0
MedCaus," A taxis -LRB- plural taxes , from Ancient Greek œÑŒ ¨ ŒæŒ?œÇ -LRB- taxis -RRB- , meaning ' arrangement ' -RRB- is the movement of an organism in response to a stimulus such as light or the presence of food . ''",143.0,189.0,1.0,130.0
MedCaus," In the 1980s , some strippers and pornographic actresses adopted a more radical trimming of their pubic hair in response to the fear of the HIV / AIDS epidemic and other STDs and contagions . ''",145.0,179.0,14.0,104.0
MedCaus," Xenopus laevis is increasingly being displaced by its smaller relative , Xenopus tropicalis , which reaches its reproductive age in five months rather than the one to two years for X. laevis , thus facilitating faster studies across generations .",101.0,191.0,199.0,245.0
MedCaus," Simmons ' story differed in 2015 when he revealed that he fell in love with Ross while dating Cher , which ended Ross and Cher 's friendship . ''",34.0,94.0,102.0,130.0
MedCaus," This was soon changed to a plan involving the mining of Norwegian waters to stop iron ore shipments from Narvik and provoke Germany into attacking Norway , where it could be defeated by the Royal Navy . ''",43.0,66.0,74.0,147.0
MedCaus," In cnidarians , this stage is called the planula , and either develops directly into the adult animals or forms new adult individuals through a process of budding . ''",15.0,41.0,63.0,155.0
MedCaus, They are thus the PPARG agonists subset of PPAR agonists .,1.0,9.0,15.0,57.0
MedCaus," The igniter needs to be in the combustion zone where the fuel and air are already mixed , but it needs to be far enough upstream so that it is not damaged by the combustion itself . ''",89.0,120.0,133.0,173.0
MedCaus, The term balanced means that the sum of the negative weights is equal to the sum of the positive weights so that they cancel out perfectly .,30.0,105.0,114.0,139.0
MedCaus," Using new stormtrooper tactics developed by Oskar von Hutier , the Germans pushed forward some tens of kilometers from March to July 1918 . ''",1.0,54.0,62.0,133.0
MedCaus, Access to the ARPANET was expanded in 1981 when the National Science Foundation -LRB- NSF -RRB- funded the Computer Science Network -LRB- CSNET -RRB- .,49.0,150.0,1.0,43.0
MedCaus," Far more than merely a response to humor , laughter often works to manage delicate and serious moments . ''",42.0,58.0,65.0,95.0
MedCaus," Enzymes destined for a lysosome are specifically tagged with the molecule mannose 6-phosphate , so that they are properly sorted into acidified vesicles . ''",1.0,82.0,100.0,144.0
MedCaus, Many of the early DNA methyltransferases have been thought to be derived from RNA methyltransferases that were supposed to be active in the RNA world to protect many species of primitive RNA .,1.0,150.0,154.0,191.0
MedCaus, The grain diameter thus can be calculated from a knowledge of the distance and time of fall .,1.0,19.0,25.0,92.0
MedCaus," Jabir developed an elaborate numerology whereby the root letters of a substance 's name in Arabic , when treated with various transformations , held correspondences to the element 's physical properties . ''",101.0,126.0,143.0,192.0
MedCaus," An Arrhenius base , on the other hand , is a substance which increases the concentration of hydroxide -LRB- OH ` àí -RRB- ions when dissolved in water . ''",117.0,132.0,56.0,113.0
MedCaus, Heavy gases are less water - soluble so they are less likely to leak out from the microbubble to impair echogenicity -LRB- McCulloch et al .,28.0,29.0,118.0,136.0
MedCaus, A slice will remove obstructions above or below the plane of focus so that only the regions of interest remain .,1.0,67.0,76.0,111.0
MedCaus, Bakelite 's availability and ease and speed of molding helped to lower the costs and increase product availability so that both telephones and radios became common household consumer goods .,39.0,115.0,124.0,189.0
MedCaus," A remarkable feature about such associations is that the lists of members of many of them include the names of women and of slaves , thus contrasting with the civic basis of established religion in Greece , and anticipating a religion in which '' '' there can be neither Jew nor Greek , there can be neither bond nor free , there can be no male and female . '' '' ''",1.0,124.0,134.0,275.0
MedCaus, Pulling on the handle from any direction lifts the pivoting arm 's pins out of the zipper teeth so that the slider can move .,1.0,96.0,105.0,124.0
MedCaus, Humbel and Etringer 's original assay was developed by others to create a stable and widely used dimethylmethylene blue reagent .,1.0,62.0,66.0,128.0
MedCaus," As DHT is 3 - to 10-fold more potent as an agonist of the AR than is testosterone , the AR agonist activity of testosterone is thus markedly and selectively potentiated in such tissues . ''",70.0,111.0,125.0,172.0
MedCaus," the '' '' striker '' '' -RRB- must prevent the ball hitting the wicket , and try to score runs by hitting the ball with his bat so that he and his partner have time to run from one end of the pitch to the other before the fielding side can return the ball . ''",85.0,115.0,125.0,240.0
MedCaus," For instance , lambs born to sheep grazing on land contaminated with a weed -LRB- Red Crumbweed -RRB- developed biliary atresia at certain times . ''",77.0,86.0,103.0,139.0
MedCaus," An evolutionary loss of urate oxidase -LRB- uricase -RRB- , which breaks down uric acid , in humans and higher primates has made this condition common . ''",89.0,111.0,112.0,144.0
MedCaus, Some challenges in this area are defining intelligence so that it has the same meaning across species -LRB- e.g.,1.0,55.0,59.0,113.0
MedCaus, Snowstorms organize and develop by feeding on sources of atmospheric moisture and cold air .,36.0,91.0,1.0,11.0
MedCaus, A convex spherical mirror is positioned so that its center of curvature coincides with the focus of the lens being tested .,1.0,40.0,49.0,122.0
MedCaus," These were designed to be read aloud , so the copyists began to introduce a range of marks to aid the reader , including indentation , various punctuation marks -LRB- diple , paragraphos , simplex ductus -RRB- , and an early version of initial capitals -LRB- litterae notabiliores -RRB- . ''",1.0,31.0,40.0,281.0
MedCaus," This is similar to a practice of '' '' anti - vampire burial '' '' : burying sharp objects , such as sickles , with the corpse , so that they may penetrate the skin if the body bloats sufficiently while transforming into a revenant . ''",1.0,111.0,128.0,216.0
MedCaus," This prevents some scavengers from opening the carcasses , thus allowing the putrefactive bacteria within the carcass to kill the vegetative B. anthracis cells and preventing sporulation .",1.0,57.0,65.0,144.0
MedCaus," The botanical name is from the Greek , ana , '' '' again '' '' , and agallein , '' '' to delight in '' '' , and refers to the opening and closing of the flowers in response to environmental conditions . ''",150.0,161.0,104.0,134.0
MedCaus, The fourth most common evasion technique is done by obfuscating internal data so that automated tools do not detect the malware .,1.0,78.0,87.0,128.0
MedCaus," Symptoms of RBF include sudden high temperature fevers , vomiting , headaches , painful joints / arthritis , and a rash that develops 2 - 10 days after infection .",13.0,16.0,25.0,162.0
MedCaus," '' Herodotus believes either that both nature -LRB- better , the gods ' direction of it -RRB- and human nature coincide sufficiently , or that the latter is but an aspect or analogue of the former , so that to the recipient the outcome is suggested . ''",1.0,199.0,203.0,249.0
MedCaus," All oxyacids have the acidic hydrogen bound to an oxygen atom , so bond strength -LRB- length -RRB- is not a factor , as it is with binary nonmetal hydrides . ''",1.0,57.0,65.0,109.0
MedCaus," Sodium depletion , however , does not affect cortisol levels so cortisol can not be used to regulate serum sodium . ''",28.0,54.0,62.0,107.0
MedCaus," Here the gametocytes develop into male and female gametes which fertilize each other , forming a zygote . ''",86.0,97.0,1.0,79.0
MedCaus," The current municipalities could be transformed into districts with limited responsibilities , similar to the current structure of Antwerp or to structures of other capitals like the boroughs in London or arrondissements in Paris , to keep politics close enough to the citizen .",1.0,93.0,236.0,277.0
MedCaus," The gas had a devastating effect , killing many defenders or when the wind direction changed and blew the gas back , many attackers . ''",1.0,26.0,34.0,110.0
MedCaus," '' -LRB- '' '' Sort '' '' is itself another word for concept , and '' '' sorting '' '' thus means to organise into concepts . -RRB- ''",1.0,67.0,71.0,92.0
MedCaus, Hair removed -LRB- generally waxed -RRB- from the sides to form a triangle so that pubic hair can not be seen while wearing swimwear .,84.0,133.0,42.0,75.0
MedCaus," In comparison to Drosophila melanogaster , M. scalaris has decreased excitatory postsynaptic potentials -LRB- EPSPs -RRB- and facilitation of EPSPs in response to repetitive stimulation .",164.0,186.0,44.0,148.0
MedCaus, Both cardo and stipes are loosely joined to the head by membrane so they are capable of movement .,1.0,65.0,69.0,97.0
MedCaus, The former could to some extent impose their meanings on the latter ; therefore they were able to '' '' label '' '' minor delinquent youngsters as criminal . '',26.0,61.0,105.0,133.0
MedCaus," Tadpoles that develop legs early may be eaten by the others , so late developers may have better long - term survival prospects . ''",1.0,53.0,63.0,118.0
MedCaus, Female cephalopods lay eggs in clutches ; each egg is composed of a protective coat to ensure the safety of the developing embryo when released into the water column .,43.0,84.0,88.0,130.0
MedCaus, When they wished to make themselves drunk and out of judgment they chewed a mixture of tobacco and coca leaves which make them go as they were out of their wittes .,63.0,111.0,118.0,163.0
MedCaus, Mattel developed this collection in response to mothers concerned about their daughters having positive female role models .,1.0,33.0,49.0,123.0
MedCaus," The common method of block signalling divides the track into zones guarded by combinations of block signals , operating rules , and automatic - control devices so that only one train may be in a block at any time . ''",129.0,152.0,164.0,208.0
MedCaus," This dawn twilight period will last until sunrise -LRB- when the Sun 's upper limb breaks the horizon -RRB- , as the diffused light becomes direct sunlight . ''",111.0,147.0,1.0,102.0
MedCaus," For their successful development of penicillin , which Fleming had accidentally discovered but could not develop himself , as a therapeutic drug , Chain and Florey shared the 1945 Nobel Prize in Medicine with Fleming . ''",1.0,36.0,146.0,209.0
MedCaus," There is no specific antidote , therefore above mentioned symptoms of poisoning are treated symptomatically . ''",1.0,21.0,33.0,92.0
MedCaus," This reduces the amount of skin exposed to the air or a dry surface , and thus reduces water loss . ''",1.0,60.0,75.0,93.0
MedCaus," If an odd number of runs is scored by the striker , the two batsmen have changed ends , and the one who was non - striker is now the striker .",4.0,50.0,53.0,141.0
MedCaus, It is typically used when the frog has been grabbed by a predator and may serve to distract or disorientate the attacker so that it releases the frog .,1.0,21.0,130.0,150.0
MedCaus," The vocal folds -LRB- chords -RRB- are held together so that they vibrate , or held apart so that they do not . ''",1.0,44.0,54.0,66.0
MedCaus," Through the interaction with the phospholipid fatty - acid chains , cholesterol increases membrane packing , which both alters membrane fluidity and maintains membrane integrity so that animal cells do not need to build cell walls -LRB- like plants and most bacteria -RRB- .",69.0,178.0,187.0,231.0
MedCaus," According to R.J. Rummel , forced labor , executions , and concentration camps were responsible for over one million deaths in North Korea from 1948 to 1987 ; others have estimated 400,000 deaths in concentration camps alone .",28.0,79.0,101.0,157.0
MedCaus," Only its use in rheumatoid arthritis requires the concomitant use of methotrexate by FDA product labeling ; however , the concomitant use of methotrexate in other disease states may help to reduce the body 's immune response to the infliximab and increase its duration of efficacy . ''",117.0,171.0,179.0,272.0
MedCaus," The trial showed a 64 % protective effect , which is very similar to the figure derived from other UK trials , thus arguing against the genetic variation hypothesis .",1.0,109.0,117.0,165.0
MedCaus," Activated charcoal , and forced diuresis may be useful in facilitating elimination of the drug , gastric lavage has been shown to not be useful unless done during the first hour after intake . ''",145.0,184.0,96.0,137.0
MedCaus," In multicellular organisms the zygote subsequently divides in an organised manner into smaller more specialised cells , so that this new individual develops into an embryo . ''",28.0,112.0,124.0,165.0
MedCaus," If the testes begin to develop but are lost or cease to function between eight and 10 weeks , the baby will have ambiguous genitalia when it is born .",4.0,92.0,95.0,149.0
MedCaus," Additionally , healthy elderly people show a greater pharmacodynamic response to atorvastatin at any dose ; therefore , this population may have lower effective doses . ''",14.0,101.0,119.0,161.0
MedCaus," Turgor pressure exerted by vacuoles is also required for cellular elongation : as the cell wall is partially degraded by the action of expansins , the less rigid wall is expanded by the pressure coming from within the vacuole .",83.0,145.0,148.0,226.0
MedCaus," Red blood cells are thus much more common than the other blood particles : there are about 4,000 ` Äì11 ,000 white blood cells and about 150,000 ` Äì400 ,000 platelets per microliter . ''",1.0,16.0,21.0,63.0
MedCaus, Untreated colorectal polyps can develop into colorectal cancer .,1.0,28.0,41.0,63.0
MedCaus," Not all healthy persons have finger wrinkling after immersion , so it would be safe to say that sympathetic function is preserved if finger wrinkling after immersion in water is observed , but if the ''",1.0,52.0,65.0,178.0
MedCaus," However , the cells that creep beneath the stromal cells are flattened and , thus , not refractile .",11.0,71.0,85.0,99.0
MedCaus," Root tubers are perennating organs , thickened roots that store nutrients over periods when the plant can not actively grow , thus permitting survival from one year to the next .",38.0,124.0,132.0,177.0
MedCaus," Often the sex of the developing embryo is determined by the temperature of the surroundings , with cooler temperatures favouring males . ''",54.0,79.0,1.0,32.0
MedCaus," However , this distinction -LRB- between , for instance , hyperpnea and hyperventilation -RRB- is not always adhered to , so that these terms are frequently used interchangeably .",11.0,120.0,131.0,178.0
MedCaus," In most cases , the small lateral canals connecting the ampullae to the radial canal are of equal length , so that the tube feet are arranged in two rows , one along each side of the groove . ''",15.0,98.0,155.0,183.0
MedCaus," Therefore , extraverts are seen as having a temperamental predisposition to positive affect since positive mood induction has a greater effect on them than on introverts , thus extraverts are more prone to react to pleasant effects .",99.0,170.0,13.0,92.0
MedCaus," This was done to accommodate the shaft of a spear , thus facilitating tactics requiring the soldiers to stand close together forming a wall of shields .",1.0,50.0,58.0,151.0
MedCaus," When the mantle contracts , water is forced through the gills , which lie between the mantle cavity and the funnel . ''",1.0,16.0,27.0,56.0
MedCaus," The Y family of DNA polymerases specializes in DNA lesion bypass in a process termed translesion synthesis -LRB- TLS -RRB- whereby these lesion - bypass polymerases replace the stalled high - fidelity replicative DNA polymerase , transit the lesion and extend the DNA until the lesion has been passed so that normal replication can resume . ''",229.0,294.0,305.0,332.0
MedCaus," Acids that lose a proton at the intracellular pH will exist in their soluble , charged form and are thus able to diffuse through the cytosol to their target . ''",1.0,87.0,101.0,150.0
MedCaus," Some of Brussels ' municipalities , such as Schaerbeek , Etterbeek , Ixelles , and Saint - Gilles , were developed during the heyday of Art Nouveau and have a large number of buildings in that style .",101.0,148.0,153.0,199.0
MedCaus, Investor protection includes accurate financial reporting by public companies so the investors can make an informed decision .,1.0,78.0,82.0,125.0
MedCaus," In 1919 , Britain and the United States signed a treaty of alliance with France which the United States Senate refused to ratify , thus making the proposed Anglo - Franco - American alliance stillborn . ''",9.0,122.0,172.0,191.0
MedCaus," Inhabitants expected Tsar Alexander I to grant them autonomy in response to Napoleon 's promises to restore the Commonwealth , but Vilnius did not become autonomous , neither by itself nor as a part of Congress Poland .",77.0,125.0,1.0,61.0
MedCaus," Sodium depletion , however , does not affect cortisol levels so cortisol can not be used to regulate serum sodium . ''",28.0,54.0,62.0,107.0
MedCaus," Another function of a central vacuole is that it pushes all contents of the cell 's cytoplasm against the cellular membrane , and thus keeps the chloroplasts closer to light . ''",47.0,115.0,131.0,168.0
MedCaus," New mechanisms are being discovered where transcription is repressed , but the activated glucocorticoid receptor is not interacting with DNA , but rather with another transcription factor directly , thus interfering with it , or with other proteins that interfere with the function of other transcription factors .",76.0,197.0,205.0,313.0
MedCaus," As part of the Ubiquitin - Proteasome System -LRB- UPS -RRB- , the proteasome maintains cardiac protein homeostasis and thus plays a significant role in cardiac Ischemic injury , ventricular hypertrophy and Heart failure .",64.0,116.0,126.0,221.0
MedCaus," Cimetidine was the first drug ever to reach more than $ 1 billion a year in sales , thus making it the first blockbuster drug . ''",50.0,76.0,85.0,121.0
MedCaus," Female mosquitoes of the genus Culex prefer to consume the blood of passerine birds , making them the hosts of the virus .",1.0,84.0,94.0,121.0
MedCaus, Aging of the hair follicle appears to be primed by a sustained cellular response to the DNA damage that accumulates in renewing stem cells during aging .,85.0,152.0,1.0,72.0
MedCaus," In most reptilian species , there appears to be little , if any , mixing between the bloodstreams , so the aorta receives , essentially , only oxygenated blood . ''",65.0,85.0,137.0,154.0
MedCaus," At that time , according to theory , space expanded and the universe cooled too rapidly for hydrogen to completely fuse into heavier elements . ''",36.0,92.0,102.0,133.0
MedCaus," The disc allows for controlled release of carmustine in the extracellular fluid of the brain , thus eliminating the need for the encapsulated drug to cross the blood - brain barrier .",1.0,93.0,101.0,182.0
MedCaus," Transgender women trying to feminize their voice represent the largest group seeking speech therapy services , therefore , most studies regarding transgender voice have focused on voice feminization , as opposed to voice masculinization .",1.0,109.0,124.0,237.0
MedCaus, Hypohidrosis is disorder in which a person exhibits diminished sweating in response to appropriate stimuli .,88.0,107.0,35.0,72.0
MedCaus," Kalidasa AvatarAccording to the Skanda Purana , Brahma incarnated himself as Yajnavalkya in response to a curse from Shiva .",105.0,123.0,49.0,89.0
MedCaus," Caponization must be done before the rooster matures , so that it develops without the influence of sex hormones . ''",1.0,45.0,59.0,104.0
MedCaus," This was ignored by both de Gaulle and the French forces , and thus Churchill ordered British troops and armoured cars under General Bernard Paget to invade Syria from nearby Transjordan . ''",1.0,50.0,64.0,175.0
MedCaus," In can - annular and annular combustors -LRB- see Types of combustors below -RRB- , the flame can propagate from one combustion zone to another , so igniters are not needed at each one . ''",83.0,136.0,147.0,181.0
MedCaus," Furthermore , a realization of a point process can be considered as a counting measure , so points processes are types of random measures known as random counting measures . ''",13.0,79.0,90.0,163.0
MedCaus," -LRB- The same enzyme family is up - regulated in mammals too , e.g. , in response to ethanol consumption . -RRB-",95.0,108.0,1.0,62.0
MedCaus," Many of the side effects of chemotherapy can be traced to damage to normal cells that divide rapidly and are thus sensitive to anti - mitotic drugs : cells in the bone marrow , digestive tract and hair follicles .",59.0,101.0,115.0,148.0
MedCaus, Some bacteria form biofilms to protect themselves from the cells and proteins of the immune system .,1.0,28.0,32.0,99.0
